Customer_ID;Target_Churn
334;TRUE
335;FALSE
336;TRUE
337;TRUE
338;TRUE
339;FALSE
340;TRUE
341;FALSE
342;TRUE
343;FALSE
344;FALSE
345;TRUE
346;FALSE
347;FALSE
348;TRUE
349;TRUE
350;FALSE
351;TRUE
352;FALSE
353;FALSE
354;FALSE
355;TRUE
356;TRUE
357;FALSE
358;TRUE
359;TRUE
360;TRUE
361;TRUE
362;TRUE
363;FALSE
364;TRUE
365;FALSE
366;TRUE
367;FALSE
368;FALSE
369;FALSE
370;FALSE
371;TRUE
372;TRUE
373;FALSE
374;TRUE
375;FALSE
376;FALSE
377;FALSE
378;TRUE
379;FALSE
380;TRUE
381;TRUE
382;TRUE
383;FALSE
384;FALSE
385;TRUE
386;TRUE
387;TRUE
388;TRUE
389;TRUE
390;TRUE
391;FALSE
392;FALSE
393;FALSE
394;TRUE
395;TRUE
396;TRUE
397;TRUE
398;TRUE
399;TRUE
400;FALSE
401;TRUE
402;TRUE
403;TRUE
404;FALSE
405;FALSE
406;TRUE
407;FALSE
408;TRUE
409;FALSE
410;FALSE
411;FALSE
412;FALSE
413;TRUE
414;TRUE
415;TRUE
416;TRUE
417;FALSE
418;TRUE
419;FALSE
420;FALSE
421;FALSE
422;TRUE
423;FALSE
424;TRUE
425;TRUE
426;TRUE
427;TRUE
428;FALSE
429;FALSE
430;TRUE
431;FALSE
432;TRUE
433;TRUE
434;FALSE
435;FALSE
436;FALSE
437;TRUE
438;TRUE
439;TRUE
440;FALSE
441;TRUE
442;FALSE
443;TRUE
444;TRUE
445;FALSE
446;TRUE
447;TRUE
448;TRUE
449;TRUE
450;TRUE
451;FALSE
452;FALSE
453;TRUE
454;TRUE
455;FALSE
456;FALSE
457;FALSE
458;TRUE
459;TRUE
460;FALSE
461;TRUE
462;FALSE
463;FALSE
464;FALSE
465;FALSE
466;TRUE
467;TRUE
468;FALSE
469;TRUE
470;TRUE
471;FALSE
472;FALSE
473;TRUE
474;TRUE
475;TRUE
476;TRUE
477;TRUE
478;FALSE
479;FALSE
480;TRUE
481;TRUE
482;TRUE
483;TRUE
484;TRUE
485;FALSE
486;FALSE
487;FALSE
488;FALSE
489;FALSE
490;FALSE
491;FALSE
492;TRUE
493;FALSE
494;TRUE
495;TRUE
496;TRUE
497;FALSE
498;TRUE
499;FALSE
500;FALSE
501;TRUE
502;TRUE
503;FALSE
504;TRUE
505;FALSE
506;FALSE
507;FALSE
508;FALSE
509;TRUE
510;TRUE
511;TRUE
512;TRUE
513;TRUE
514;TRUE
515;TRUE
516;TRUE
517;FALSE
518;FALSE
519;TRUE
520;TRUE
521;TRUE
522;TRUE
523;TRUE
524;TRUE
525;TRUE
526;TRUE
527;FALSE
528;FALSE
529;FALSE
530;TRUE
531;FALSE
532;FALSE
533;FALSE
534;FALSE
535;TRUE
536;FALSE
537;TRUE
538;TRUE
539;FALSE
540;TRUE
541;FALSE
542;FALSE
543;TRUE
544;FALSE
545;FALSE
546;TRUE
547;FALSE
548;FALSE
549;FALSE
550;TRUE
551;TRUE
552;TRUE
553;TRUE
554;FALSE
555;FALSE
556;FALSE
557;FALSE
558;TRUE
559;FALSE
560;FALSE
561;TRUE
562;FALSE
563;FALSE
564;TRUE
565;TRUE
566;TRUE
567;TRUE
568;FALSE
569;TRUE
570;FALSE
571;TRUE
572;TRUE
573;FALSE
574;FALSE
575;FALSE
576;TRUE
577;FALSE
578;FALSE
579;FALSE
580;TRUE
581;TRUE
582;TRUE
583;TRUE
584;TRUE
585;FALSE
586;TRUE
587;TRUE
588;FALSE
589;TRUE
590;FALSE
591;TRUE
592;TRUE
593;TRUE
594;FALSE
595;FALSE
596;FALSE
597;FALSE
598;FALSE
599;FALSE
600;TRUE
601;FALSE
602;FALSE
603;FALSE
604;TRUE
605;TRUE
606;TRUE
607;FALSE
608;TRUE
609;FALSE
610;TRUE
611;FALSE
612;FALSE
613;TRUE
614;FALSE
615;TRUE
616;FALSE
617;FALSE
618;FALSE
619;FALSE
620;FALSE
621;FALSE
622;TRUE
623;FALSE
624;TRUE
625;FALSE
626;FALSE
627;TRUE
628;TRUE
629;FALSE
630;FALSE
631;FALSE
632;TRUE
633;TRUE
634;FALSE
635;FALSE
636;FALSE
637;TRUE
638;FALSE
639;FALSE
640;TRUE
641;TRUE
642;FALSE
643;FALSE
644;TRUE
645;TRUE
646;TRUE
647;TRUE
648;TRUE
649;TRUE
650;TRUE
651;TRUE
652;FALSE
653;FALSE
654;TRUE
655;TRUE
656;FALSE
657;FALSE
658;TRUE
659;FALSE
660;FALSE
661;TRUE
662;TRUE
663;FALSE
664;FALSE
665;FALSE
666;TRUE
667;FALSE
668;FALSE
669;FALSE
670;TRUE
671;TRUE
672;FALSE
673;TRUE
674;TRUE
675;FALSE
676;TRUE
677;TRUE
678;FALSE
679;FALSE
680;FALSE
681;TRUE
682;FALSE
683;TRUE
684;TRUE
685;TRUE
686;TRUE
687;TRUE
688;TRUE
689;FALSE
690;TRUE
691;TRUE
692;FALSE
693;TRUE
694;FALSE
695;TRUE
696;FALSE
697;FALSE
698;FALSE
699;FALSE
700;TRUE
701;TRUE
702;FALSE
703;TRUE
704;TRUE
705;TRUE
706;FALSE
707;TRUE
708;TRUE
709;TRUE
710;TRUE
711;TRUE
712;TRUE
713;TRUE
714;FALSE
715;FALSE
716;FALSE
717;TRUE
718;TRUE
719;FALSE
720;FALSE
721;TRUE
722;TRUE
723;FALSE
724;FALSE
725;TRUE
726;TRUE
727;TRUE
728;FALSE
729;FALSE
730;TRUE
731;TRUE
732;FALSE
733;FALSE
734;TRUE
735;FALSE
736;FALSE
737;TRUE
738;TRUE
739;TRUE
740;FALSE
741;TRUE
742;TRUE
743;TRUE
744;FALSE
745;FALSE
746;TRUE
747;FALSE
748;TRUE
749;TRUE
750;FALSE
751;FALSE
752;TRUE
753;FALSE
754;TRUE
755;FALSE
756;FALSE
757;TRUE
758;FALSE
759;FALSE
760;FALSE
761;TRUE
762;TRUE
763;FALSE
764;FALSE
765;TRUE
766;TRUE
767;FALSE
768;FALSE
769;TRUE
770;FALSE
771;FALSE
772;FALSE
773;FALSE
774;TRUE
775;TRUE
776;TRUE
777;TRUE
778;FALSE
779;TRUE
780;TRUE
781;FALSE
782;TRUE
783;FALSE
784;TRUE
785;TRUE
786;TRUE
787;TRUE
788;FALSE
789;TRUE
790;FALSE
791;TRUE
792;FALSE
793;FALSE
794;TRUE
795;TRUE
796;TRUE
797;FALSE
798;FALSE
799;TRUE
800;TRUE
801;TRUE
802;TRUE
803;TRUE
804;FALSE
805;TRUE
806;TRUE
807;FALSE
808;TRUE
809;FALSE
810;TRUE
811;TRUE
812;FALSE
813;FALSE
814;FALSE
815;TRUE
816;TRUE
817;FALSE
818;FALSE
819;TRUE
820;FALSE
821;FALSE
822;FALSE
823;FALSE
824;FALSE
825;FALSE
826;TRUE
827;TRUE
828;FALSE
829;TRUE
830;TRUE
831;TRUE
832;TRUE
833;FALSE
834;TRUE
835;FALSE
836;FALSE
837;TRUE
838;TRUE
839;FALSE
840;TRUE
841;FALSE
842;TRUE
843;FALSE
844;FALSE
845;FALSE
846;TRUE
847;TRUE
848;FALSE
849;TRUE
850;FALSE
851;TRUE
852;TRUE
853;TRUE
854;FALSE
855;FALSE
856;FALSE
857;TRUE
858;TRUE
859;FALSE
860;TRUE
861;TRUE
862;TRUE
863;FALSE
864;FALSE
865;TRUE
866;TRUE
867;FALSE
868;TRUE
869;TRUE
870;TRUE
871;TRUE
872;FALSE
873;FALSE
874;TRUE
875;TRUE
876;TRUE
877;FALSE
878;TRUE
879;TRUE
880;FALSE
881;TRUE
882;TRUE
883;TRUE
884;TRUE
885;FALSE
886;FALSE
887;TRUE
888;FALSE
889;TRUE
890;FALSE
891;TRUE
892;TRUE
893;FALSE
894;FALSE
895;TRUE
896;TRUE
897;FALSE
898;TRUE
899;TRUE
900;FALSE
901;FALSE
902;FALSE
903;TRUE
904;FALSE
905;TRUE
906;FALSE
907;TRUE
908;TRUE
909;TRUE
910;TRUE
911;FALSE
912;TRUE
913;FALSE
914;TRUE
915;TRUE
916;FALSE
917;TRUE
918;TRUE
919;TRUE
920;FALSE
921;FALSE
922;FALSE
923;FALSE
924;FALSE
925;TRUE
926;FALSE
927;TRUE
928;TRUE
929;FALSE
930;FALSE
931;TRUE
932;FALSE
933;TRUE
934;FALSE
935;TRUE
936;FALSE
937;FALSE
938;TRUE
939;FALSE
940;TRUE
941;TRUE
942;TRUE
943;FALSE
944;TRUE
945;FALSE
946;TRUE
947;TRUE
948;FALSE
949;FALSE
950;TRUE
951;TRUE
952;TRUE
953;TRUE
954;FALSE
955;TRUE
956;FALSE
957;FALSE
958;TRUE
959;TRUE
960;FALSE
961;TRUE
962;TRUE
963;FALSE
964;TRUE
965;TRUE
966;TRUE
967;FALSE
968;TRUE
969;TRUE
970;FALSE
971;TRUE
972;FALSE
973;TRUE
974;FALSE
975;TRUE
976;TRUE
977;FALSE
978;TRUE
979;TRUE
980;TRUE
981;TRUE
982;FALSE
983;TRUE
984;FALSE
985;FALSE
986;TRUE
987;TRUE
988;FALSE
989;TRUE
990;FALSE
991;TRUE
992;FALSE
993;TRUE
994;FALSE
995;TRUE
996;FALSE
997;TRUE
998;FALSE
999;TRUE
1000;TRUE
